Class	Mol. Formula	C	H	N	DBE	Intensity
O3	C27H38O3	27	38	0	9	2869.004395
O3	C26H50O3	26	50	0	2	4025.549805
O3	C27H40O3	27	40	0	8	3501.446533
O3	C26H52O3	26	52	0	1	5315.478027
O3	C27H42O3	27	42	0	7	3617.654297
O3	C27H44O3	27	44	0	6	5536.754883
O3	C28H34O3	28	34	0	12	1170.550903
O3	C27H46O3	27	46	0	5	5713.907227
O3	C28H36O3	28	36	0	11	1851.621826
O3	C27H48O3	27	48	0	4	3838.024658
O3	C28H38O3	28	38	0	10	2618.936035
O3	C27H50O3	27	50	0	3	1952.763062
O3	C28H40O3	28	40	0	9	3286.416016
O3	C27H52O3	27	52	0	2	3278.717529
O3	C28H42O3	28	42	0	8	4448.122070
O3	C27H54O3	27	54	0	1	1816.159912
O3	C28H44O3	28	44	0	7	4163.605957
O3	C29H34O3	29	34	0	13	1189.824219
O3	C28H46O3	28	46	0	6	6590.092773
O3	C29H36O3	29	36	0	12	1749.474365
O3	C28H48O3	28	48	0	5	7261.698730
O3	C29H38O3	29	38	0	11	2386.532959
O3	C28H50O3	28	50	0	4	2521.472656
O3	C29H40O3	29	40	0	10	3206.760254
O3	C28H52O3	28	52	0	3	2154.154297
O3	C29H42O3	29	42	0	9	4051.970703
O3	C28H54O3	28	54	0	2	3888.768066
O3	C29H44O3	29	44	0	8	5104.772461
O3	C28H56O3	28	56	0	1	2636.618164
O3	C29H46O3	29	46	0	7	5295.819824
O3	C30H36O3	30	36	0	13	1255.011597
O3	C29H48O3	29	48	0	6	8402.703125
O3	C30H38O3	30	38	0	12	1893.995972
O3	C29H50O3	29	50	0	5	7986.779297
O3	C30H40O3	30	40	0	11	2522.506348
O3	C29H52O3	29	52	0	4	3676.012451
O3	C30H42O3	30	42	0	10	3285.457520
O3	C29H54O3	29	54	0	3	2258.371338
O3	C30H44O3	30	44	0	9	3830.624512
O3	C29H56O3	29	56	0	2	3689.049561
O3	C30H46O3	30	46	0	8	5320.057617
O3	C29H58O3	29	58	0	1	1964.188721
O3	C31H36O3	31	36	0	14	1303.763306
O3	C30H48O3	30	48	0	7	5452.517578
O3	C31H38O3	31	38	0	13	1762.223877
O3	C30H50O3	30	50	0	6	7270.046875
O3	C31H40O3	31	40	0	12	2037.350830
O3	C30H52O3	30	52	0	5	6243.340332
O3	C31H42O3	31	42	0	11	2931.157471
O3	C30H54O3	30	54	0	4	2653.901611
O3	C31H44O3	31	44	0	10	3408.651855
O3	C30H56O3	30	56	0	3	2258.782715
O3	C31H46O3	31	46	0	9	4045.505371
O3	C30H58O3	30	58	0	2	3897.285400
O3	C31H48O3	31	48	0	8	5414.543457
O3	C30H60O3	30	60	0	1	2393.892334
O3	C32H38O3	32	38	0	14	1372.163818
O3	C31H50O3	31	50	0	7	5528.884766
O3	C32H40O3	32	40	0	13	1866.057007
O3	C31H52O3	31	52	0	6	6519.410156
O3	C32H42O3	32	42	0	12	2547.226562
O3	C31H54O3	31	54	0	5	4369.118652
O3	C32H44O3	32	44	0	11	2780.901611
O3	C31H56O3	31	56	0	4	3237.396973
O3	C32H46O3	32	46	0	10	4072.315430
O3	C31H58O3	31	58	0	3	2407.828369
O3	C32H48O3	32	48	0	9	4669.991211
O3	C31H60O3	31	60	0	2	3550.558838
O3	C32H50O3	32	50	0	8	4645.819336
O3	C31H62O3	31	62	0	1	1981.205566
O3	C33H40O3	33	40	0	14	1636.237671
O3	C32H52O3	32	52	0	7	5924.815430
O3	C33H42O3	33	42	0	13	2011.976074
O3	C32H54O3	32	54	0	6	5520.372559
O3	C33H44O3	33	44	0	12	2113.745605
O3	C32H56O3	32	56	0	5	3583.712158
O3	C33H46O3	33	46	0	11	3103.795654
O3	C32H58O3	32	58	0	4	3323.817139
O3	C33H48O3	33	48	0	10	3638.266113
O3	C32H60O3	32	60	0	3	2643.647705
O3	C33H50O3	33	50	0	9	4350.226074
O3	C32H62O3	32	62	0	2	3554.977783
O3	C33H52O3	33	52	0	8	5461.855469
O3	C32H64O3	32	64	0	1	1609.785889
O3	C34H42O3	34	42	0	14	1584.325684
O3	C33H54O3	33	54	0	7	5433.950684
O3	C34H44O3	34	44	0	13	1786.132080
O3	C33H56O3	33	56	0	6	5986.272461
O3	C34H46O3	34	46	0	12	2609.687988
O3	C33H58O3	33	58	0	5	3579.866211
O3	C34H48O3	34	48	0	11	3134.067383
O3	C33H60O3	33	60	0	4	3838.020264
O3	C34H50O3	34	50	0	10	3854.648682
O3	C33H62O3	33	62	0	3	2626.593018
O3	C34H52O3	34	52	0	9	3933.414551
O3	C33H64O3	33	64	0	2	3467.122803
O3	C34H54O3	34	54	0	8	5368.856445
O3	C33H66O3	33	66	0	1	1178.054932
O3	C35H44O3	35	44	0	14	1747.057861
O3	C34H56O3	34	56	0	7	5369.172852
O3	C35H46O3	35	46	0	13	2248.096680
O3	C34H58O3	34	58	0	6	5831.962891
O3	C35H48O3	35	48	0	12	2772.057129
O3	C34H60O3	34	60	0	5	3894.599854
O3	C35H50O3	35	50	0	11	3256.302734
O3	C34H62O3	34	62	0	4	3520.311768
O3	C35H52O3	35	52	0	10	4076.622070
O3	C34H64O3	34	64	0	3	2865.404541
O3	C36H42O3	36	42	0	16	1173.351807
O3	C35H54O3	35	54	0	9	4796.761230
O3	C34H66O3	34	66	0	2	3674.691895
O3	C36H44O3	36	44	0	15	1608.444214
O3	C35H56O3	35	56	0	8	4969.375488
O3	C34H68O3	34	68	0	1	1759.054688
O3	C36H46O3	36	46	0	14	1918.336792
O3	C35H58O3	35	58	0	7	5950.759277
O3	C36H48O3	36	48	0	13	2209.468018
O3	C35H60O3	35	60	0	6	5521.968750
O3	C36H50O3	36	50	0	12	4172.123535
O3	C35H62O3	35	62	0	5	3916.150635
O3	C36H52O3	36	52	0	11	4032.945312
O3	C35H64O3	35	64	0	4	3870.515381
O3	C36H54O3	36	54	0	10	4677.886719
O3	C35H66O3	35	66	0	3	3821.065430
O3	C37H44O3	37	44	0	16	1625.375244
O3	C36H56O3	36	56	0	9	5758.334961
O3	C35H68O3	35	68	0	2	3349.555420
O3	C37H46O3	37	46	0	15	1664.596069
O3	C36H58O3	36	58	0	8	6431.671875
O3	C37H48O3	37	48	0	14	2002.412598
O3	C36H60O3	36	60	0	7	5986.256348
O3	C37H50O3	37	50	0	13	3041.628662
O3	C36H62O3	36	62	0	6	5898.084961
O3	C37H52O3	37	52	0	12	3839.819336
O3	C36H64O3	36	64	0	5	3991.252930
O3	C37H54O3	37	54	0	11	4310.069824
O3	C36H66O3	36	66	0	4	3221.573730
O3	C38H44O3	38	44	0	17	1393.797119
O3	C37H56O3	37	56	0	10	5126.471191
O3	C36H68O3	36	68	0	3	3282.177246
O3	C38H46O3	38	46	0	16	1879.120850
O3	C37H58O3	37	58	0	9	5520.729004
O3	C36H70O3	36	70	0	2	3516.959473
O3	C38H48O3	38	48	0	15	2507.319336
O3	C37H60O3	37	60	0	8	6066.302246
O3	C36H72O3	36	72	0	1	1600.598267
O3	C38H50O3	38	50	0	14	3542.019287
O3	C37H62O3	37	62	0	7	5763.735840
O3	C38H52O3	38	52	0	13	4704.880371
O3	C37H64O3	37	64	0	6	5959.720703
O3	C38H54O3	38	54	0	12	3770.230225
O3	C37H66O3	37	66	0	5	3374.335693
O3	C39H44O3	39	44	0	18	1274.006714
O3	C38H56O3	38	56	0	11	5240.446777
O3	C37H68O3	37	68	0	4	3575.326660
O3	C39H46O3	39	46	0	17	2155.179199
O3	C38H58O3	38	58	0	10	6048.841797
O3	C37H70O3	37	70	0	3	3379.483398
O3	C39H48O3	39	48	0	16	2619.549805
O3	C38H60O3	38	60	0	9	5852.892578
O3	C37H72O3	37	72	0	2	3158.964111
O3	C39H50O3	39	50	0	15	3946.640137
O3	C38H62O3	38	62	0	8	5891.687012
O3	C39H52O3	39	52	0	14	4881.064453
O3	C38H64O3	38	64	0	7	5845.770020
O3	C39H54O3	39	54	0	13	5137.545898
O3	C38H66O3	38	66	0	6	5226.572754
O3	C40H44O3	40	44	0	19	1181.673828
O3	C39H56O3	39	56	0	12	5607.897461
O3	C38H68O3	38	68	0	5	3650.165039
O3	C40H46O3	40	46	0	18	2576.944824
O3	C39H58O3	39	58	0	11	6497.253418
O3	C38H70O3	38	70	0	4	2954.419922
O3	C40H48O3	40	48	0	17	3842.137939
O3	C39H60O3	39	60	0	10	7610.155762
O3	C38H72O3	38	72	0	3	3267.502441
O3	C40H50O3	40	50	0	16	4659.347168
O3	C39H62O3	39	62	0	9	6173.195312
O3	C38H74O3	38	74	0	2	3228.324219
O3	C40H52O3	40	52	0	15	6040.677246
O3	C39H64O3	39	64	0	8	6567.923828
O3	C38H76O3	38	76	0	1	1527.394165
O3	C40H54O3	40	54	0	14	8407.840820
O3	C39H66O3	39	66	0	7	6742.767090
O3	C40H56O3	40	56	0	13	8462.649414
O3	C39H68O3	39	68	0	6	5209.576660
O3	C40H58O3	40	58	0	12	9152.180664
O3	C39H70O3	39	70	0	5	4283.700684
O3	C41H48O3	41	48	0	18	1233.339111
O3	C40H60O3	40	60	0	11	14695.152344
O3	C39H72O3	39	72	0	4	3332.341553
O3	C41H50O3	41	50	0	17	2088.634766
O3	C40H62O3	40	62	0	10	15972.266602
O3	C39H74O3	39	74	0	3	3184.430664
O3	C41H52O3	41	52	0	16	2278.465088
O3	C40H64O3	40	64	0	9	10109.606445
O3	C39H76O3	39	76	0	2	2765.368652
O3	C41H54O3	41	54	0	15	3544.501709
O3	C40H66O3	40	66	0	8	7582.415527
O3	C39H78O3	39	78	0	1	1424.518066
O3	C41H56O3	41	56	0	14	3957.095215
O3	C40H68O3	40	68	0	7	7949.845215
O3	C41H58O3	41	58	0	13	4773.916504
O3	C40H70O3	40	70	0	6	6227.733398
O3	C41H60O3	41	60	0	12	5411.011719
O3	C40H72O3	40	72	0	5	3838.046143
O3	C42H50O3	42	50	0	18	1238.835571
O3	C41H62O3	41	62	0	11	6344.550293
O3	C40H74O3	40	74	0	4	3378.231689
O3	C42H52O3	42	52	0	17	1810.655396
O3	C41H64O3	41	64	0	10	6288.071777
O3	C40H76O3	40	76	0	3	3031.916748
O3	C42H54O3	42	54	0	16	2656.918213
O3	C41H66O3	41	66	0	9	5306.682617
O3	C40H78O3	40	78	0	2	2709.142822
O3	C42H56O3	42	56	0	15	3031.135254
O3	C41H68O3	41	68	0	8	5421.937988
O3	C40H80O3	40	80	0	1	1459.429565
O3	C42H58O3	42	58	0	14	3761.608398
O3	C41H70O3	41	70	0	7	5573.885742
O3	C42H60O3	42	60	0	13	4183.670410
O3	C41H72O3	41	72	0	6	4583.403320
O3	C42H62O3	42	62	0	12	5106.881348
O3	C41H74O3	41	74	0	5	3071.111084
O3	C43H52O3	43	52	0	18	1325.342651
O3	C42H64O3	42	64	0	11	5434.744629
O3	C41H76O3	41	76	0	4	2508.024902
O3	C43H54O3	43	54	0	17	1584.476807
O3	C42H66O3	42	66	0	10	5573.115723
O3	C41H78O3	41	78	0	3	2538.298584
O3	C43H56O3	43	56	0	16	2342.201172
O3	C42H68O3	42	68	0	9	5030.166992
O3	C41H80O3	41	80	0	2	1935.980225
O3	C43H58O3	43	58	0	15	2555.359375
O3	C42H70O3	42	70	0	8	5210.083496
O3	C43H60O3	43	60	0	14	3030.346191
O3	C42H72O3	42	72	0	7	5070.426758
O3	C43H62O3	43	62	0	13	3989.265625
O3	C42H74O3	42	74	0	6	3974.581299
O3	C43H64O3	43	64	0	12	3752.070068
O3	C42H76O3	42	76	0	5	2700.529785
O3	C43H66O3	43	66	0	11	4527.339355
O3	C42H78O3	42	78	0	4	1815.910767
O3	C44H56O3	44	56	0	17	1736.546265
O3	C43H68O3	43	68	0	10	4835.082520
O3	C42H80O3	42	80	0	3	2052.229004
O3	C44H58O3	44	58	0	16	2140.884033
O3	C43H70O3	43	70	0	9	4287.012695
O3	C42H82O3	42	82	0	2	1550.396851
O3	C44H60O3	44	60	0	15	2124.519287
O3	C43H72O3	43	72	0	8	4628.724121
O3	C44H62O3	44	62	0	14	2546.859863
O3	C43H74O3	43	74	0	7	4089.759766
O3	C44H64O3	44	64	0	13	3174.984619
O3	C43H76O3	43	76	0	6	3783.487305
O3	C44H66O3	44	66	0	12	3360.823730
O3	C43H78O3	43	78	0	5	2609.012207
O3	C45H56O3	45	56	0	18	1457.018555
O3	C44H68O3	44	68	0	11	4256.678711
O3	C43H80O3	43	80	0	4	1835.055786
O3	C45H58O3	45	58	0	17	1631.397339
O3	C44H70O3	44	70	0	10	3696.045898
O3	C43H82O3	43	82	0	3	1789.820557
O3	C45H60O3	45	60	0	16	1721.042480
O3	C44H72O3	44	72	0	9	4079.439453
O3	C45H62O3	45	62	0	15	2438.812256
O3	C44H74O3	44	74	0	8	3772.833252
O3	C45H64O3	45	64	0	14	2414.852051
O3	C44H76O3	44	76	0	7	4123.617676
O3	C45H66O3	45	66	0	13	3001.013916
O3	C44H78O3	44	78	0	6	3456.719971
O3	C45H68O3	45	68	0	12	2985.490479
O3	C44H80O3	44	80	0	5	2804.383545
O3	C46H58O3	46	58	0	18	1138.785645
O3	C45H70O3	45	70	0	11	3405.076172
O3	C44H82O3	44	82	0	4	1849.215942
O3	C46H60O3	46	60	0	17	1772.960815
O3	C45H72O3	45	72	0	10	3840.706055
O3	C44H84O3	44	84	0	3	2020.385498
O3	C46H62O3	46	62	0	16	2342.668945
O3	C45H74O3	45	74	0	9	3829.084717
O3	C44H86O3	44	86	0	2	1447.556030
O3	C46H64O3	46	64	0	15	2528.157959
O3	C45H76O3	45	76	0	8	3922.706055
O3	C46H66O3	46	66	0	14	2301.252441
O3	C45H78O3	45	78	0	7	3801.351318
O3	C46H68O3	46	68	0	13	2371.364990
O3	C45H80O3	45	80	0	6	3131.239746
O3	C46H70O3	46	70	0	12	2896.612549
O3	C45H82O3	45	82	0	5	2269.523926
O3	C47H60O3	47	60	0	18	1273.869995
O3	C46H72O3	46	72	0	11	3667.378662
O3	C45H84O3	45	84	0	4	1839.102173
O3	C47H62O3	47	62	0	17	1408.430664
O3	C46H74O3	46	74	0	10	3012.117920
O3	C45H86O3	45	86	0	3	1819.810059
O3	C47H64O3	47	64	0	16	1750.333252
O3	C46H76O3	46	76	0	9	3020.050293
O3	C45H88O3	45	88	0	2	1233.026855
O3	C47H66O3	47	66	0	15	1963.673584
O3	C46H78O3	46	78	0	8	2763.801025
O3	C47H68O3	47	68	0	14	2222.386963
O3	C46H80O3	46	80	0	7	2816.104980
O3	C47H70O3	47	70	0	13	2896.972900
O3	C46H82O3	46	82	0	6	2045.548828
O3	C47H72O3	47	72	0	12	2593.384521
O3	C46H84O3	46	84	0	5	2127.665527
O3	C47H74O3	47	74	0	11	2934.622803
O3	C46H86O3	46	86	0	4	1393.085083
O3	C48H64O3	48	64	0	17	1234.262817
O3	C47H76O3	47	76	0	10	2868.512939
O3	C46H88O3	46	88	0	3	1274.336914
O3	C48H66O3	48	66	0	16	1682.017212
O3	C47H78O3	47	78	0	9	2812.251953
O3	C48H68O3	48	68	0	15	1711.816772
O3	C47H80O3	47	80	0	8	2497.548828
O3	C48H70O3	48	70	0	14	2230.586670
O3	C47H82O3	47	82	0	7	2404.430664
O3	C48H72O3	48	72	0	13	2120.065430
O3	C47H84O3	47	84	0	6	2219.677979
O3	C48H74O3	48	74	0	12	2060.068848
O3	C47H86O3	47	86	0	5	1601.121216
O3	C49H64O3	49	64	0	18	1647.115356
O3	C48H76O3	48	76	0	11	2928.322998
O3	C47H88O3	47	88	0	4	1150.741089
O3	C49H66O3	49	66	0	17	1139.580566
O3	C48H78O3	48	78	0	10	2707.499023
O3	C47H90O3	47	90	0	3	1439.810669
O3	C49H68O3	49	68	0	16	1304.768311
O3	C48H80O3	48	80	0	9	2194.711670
O3	C49H70O3	49	70	0	15	1713.214722
O3	C48H82O3	48	82	0	8	2363.504395
O3	C48H84O3	48	84	0	7	2377.086182
O3	C49H74O3	49	74	0	13	1994.164062
O3	C48H86O3	48	86	0	6	1802.120483
O3	C49H76O3	49	76	0	12	2657.288574
O3	C48H88O3	48	88	0	5	1458.576538
O3	C50H66O3	50	66	0	18	1171.113281
O3	C49H78O3	49	78	0	11	2202.530518
O3	C49H80O3	49	80	0	10	2305.245117
O3	C50H70O3	50	70	0	16	1284.563232
O3	C49H82O3	49	82	0	9	2433.687744
O3	C50H72O3	50	72	0	15	1171.940552
O3	C49H84O3	49	84	0	8	2109.575928
O3	C50H74O3	50	74	0	14	1694.151855
O3	C49H86O3	49	86	0	7	1823.409058
O3	C50H76O3	50	76	0	13	2054.722900
O3	C49H88O3	49	88	0	6	1730.683472
O3	C50H78O3	50	78	0	12	1632.842041
O3	C49H90O3	49	90	0	5	1212.317383
O3	C50H80O3	50	80	0	11	2151.542969
O3	C51H70O3	51	70	0	17	1132.270264
O3	C50H82O3	50	82	0	10	2247.382568
O3	C50H84O3	50	84	0	9	1558.693115
O3	C51H74O3	51	74	0	15	1666.817383
O3	C50H86O3	50	86	0	8	1572.284424
O3	C51H76O3	51	76	0	14	1878.525757
O3	C50H88O3	50	88	0	7	1678.688232
O3	C51H78O3	51	78	0	13	1921.195435
O3	C50H90O3	50	90	0	6	1473.818481
O3	C51H80O3	51	80	0	12	2016.083008
O3	C50H92O3	50	92	0	5	1152.995728
O3	C51H82O3	51	82	0	11	2033.208740
O3	C52H72O3	52	72	0	17	1285.867798
O3	C51H84O3	51	84	0	10	2171.395752
O3	C52H74O3	52	74	0	16	1243.697632
O3	C51H86O3	51	86	0	9	2081.070557
O3	C52H76O3	52	76	0	15	1553.559814
O3	C51H88O3	51	88	0	8	1444.143188
O3	C52H78O3	52	78	0	14	1822.947388
O3	C51H90O3	51	90	0	7	1652.032593
O3	C52H80O3	52	80	0	13	1978.753174
O3	C51H92O3	51	92	0	6	1170.175415
O3	C52H82O3	52	82	0	12	1713.226929
O3	C52H84O3	52	84	0	11	1978.687256
O3	C53H76O3	53	76	0	16	1265.565308
O3	C52H88O3	52	88	0	9	1967.118408
O3	C53H78O3	53	78	0	15	1287.697632
O3	C52H90O3	52	90	0	8	1563.791260
O3	C53H80O3	53	80	0	14	1205.609131
O3	C52H92O3	52	92	0	7	1401.742065
O3	C53H82O3	53	82	0	13	1688.750000
O3	C52H94O3	52	94	0	6	1545.844238
O3	C53H84O3	53	84	0	12	1825.809814
O3	C53H86O3	53	86	0	11	1800.544067
O3	C53H88O3	53	88	0	10	1891.654785
O3	C53H90O3	53	90	0	9	1828.257690
O3	C53H92O3	53	92	0	8	1399.615723
O3	C54H82O3	54	82	0	14	1407.154663
O3	C53H94O3	53	94	0	7	1476.597656
O3	C54H86O3	54	86	0	12	1623.628662
O3	C54H88O3	54	88	0	11	1773.402222
O3	C54H90O3	54	90	0	10	1613.730103
O3	C54H92O3	54	92	0	9	1646.735229
O3	C54H94O3	54	94	0	8	1641.372314
O3	C55H84O3	55	84	0	14	1201.283936
O3	C55H88O3	55	88	0	12	1291.773193
O3	C55H90O3	55	90	0	11	1325.399658
O3	C55H92O3	55	92	0	10	1276.263916
O3	C56H92O3	56	92	0	11	1236.099976
O4	C17H26O4	17	26	0	5	1780.915161
O4	C26H38O4	26	38	0	8	1196.626587
O4	C26H42O4	26	42	0	6	1372.346313
O4	C26H44O4	26	44	0	5	1328.658081
O4	C27H38O4	27	38	0	9	1246.470459
O4	C27H40O4	27	40	0	8	1903.016724
O4	C27H42O4	27	42	0	7	1910.163086
O4	C27H44O4	27	44	0	6	2354.643555
O4	C27H46O4	27	46	0	5	2731.348145
O4	C28H36O4	28	36	0	11	1266.469482
O4	C28H38O4	28	38	0	10	1315.801270
O4	C28H40O4	28	40	0	9	1926.949829
O4	C28H42O4	28	42	0	8	2073.123779
O4	C28H44O4	28	44	0	7	2133.986328
O4	C28H46O4	28	46	0	6	2526.482910
O4	C29H36O4	29	36	0	12	1152.313354
O4	C28H48O4	28	48	0	5	2882.796631
O4	C29H38O4	29	38	0	11	1587.801880
O4	C29H40O4	29	40	0	10	1486.073853
O4	C29H42O4	29	42	0	9	2023.023193
O4	C29H44O4	29	44	0	8	3131.426758
O4	C29H46O4	29	46	0	7	3081.736816
O4	C29H48O4	29	48	0	6	4633.448242
O4	C30H38O4	30	38	0	12	1133.262573
O4	C29H50O4	29	50	0	5	4277.570312
O4	C30H40O4	30	40	0	11	1390.997314
O4	C30H42O4	30	42	0	10	1552.603394
O4	C30H44O4	30	44	0	9	2357.643311
O4	C30H46O4	30	46	0	8	2231.414062
O4	C30H48O4	30	48	0	7	2998.917969
O4	C30H50O4	30	50	0	6	3318.547852
O4	C31H40O4	31	40	0	12	1511.879028
O4	C30H52O4	30	52	0	5	1391.573608
O4	C31H42O4	31	42	0	11	1474.661011
O4	C31H44O4	31	44	0	10	1951.921753
O4	C31H46O4	31	46	0	9	1860.282349
O4	C31H48O4	31	48	0	8	2120.388184
O4	C31H50O4	31	50	0	7	2585.705322
O4	C31H52O4	31	52	0	6	2112.343506
O4	C32H42O4	32	42	0	12	1427.091309
O4	C31H54O4	31	54	0	5	1410.099487
O4	C32H44O4	32	44	0	11	1608.626343
O4	C32H46O4	32	46	0	10	2029.361572
O4	C32H48O4	32	48	0	9	1884.323975
O4	C32H50O4	32	50	0	8	2650.485107
O4	C32H52O4	32	52	0	7	2603.884766
O4	C33H42O4	33	42	0	13	1335.970337
O4	C32H54O4	32	54	0	6	2467.339111
O4	C33H44O4	33	44	0	12	1596.234985
O4	C32H56O4	32	56	0	5	1137.975586
O4	C33H46O4	33	46	0	11	1465.071533
O4	C32H58O4	32	58	0	4	1133.729004
O4	C33H48O4	33	48	0	10	2117.391113
O4	C33H50O4	33	50	0	9	2005.710693
O4	C33H52O4	33	52	0	8	2429.117920
O4	C34H42O4	34	42	0	14	1131.390137
O4	C33H54O4	33	54	0	7	2656.384033
O4	C34H44O4	34	44	0	13	1269.296387
O4	C33H56O4	33	56	0	6	2107.333252
O4	C34H46O4	34	46	0	12	2002.433350
O4	C33H58O4	33	58	0	5	1291.079956
O4	C34H48O4	34	48	0	11	1844.913940
O4	C34H50O4	34	50	0	10	2589.549805
O4	C33H62O4	33	62	0	3	1261.752808
O4	C34H52O4	34	52	0	9	2389.324707
O4	C34H54O4	34	54	0	8	2600.142578
O4	C34H56O4	34	56	0	7	3183.958496
O4	C35H46O4	35	46	0	13	1505.916260
O4	C34H58O4	34	58	0	6	2250.409912
O4	C35H48O4	35	48	0	12	1870.596558
O4	C35H50O4	35	50	0	11	2715.324463
O4	C35H52O4	35	52	0	10	2567.088867
O4	C34H64O4	34	64	0	3	1506.807129
O4	C35H54O4	35	54	0	9	2743.076172
O4	C36H44O4	36	44	0	15	1288.148193
O4	C35H56O4	35	56	0	8	3035.565186
O4	C36H46O4	36	46	0	14	1269.219971
O4	C35H58O4	35	58	0	7	2876.127197
O4	C36H48O4	36	48	0	13	1728.451660
O4	C35H60O4	35	60	0	6	2208.768311
O4	C36H50O4	36	50	0	12	2021.847900
O4	C35H62O4	35	62	0	5	1534.962891
O4	C36H52O4	36	52	0	11	2609.816406
O4	C35H64O4	35	64	0	4	1359.537598
O4	C36H54O4	36	54	0	10	2575.792480
O4	C35H66O4	35	66	0	3	1133.991821
O4	C37H44O4	37	44	0	16	1138.712646
O4	C36H56O4	36	56	0	9	3162.748535
O4	C35H68O4	35	68	0	2	1206.975098
O4	C37H46O4	37	46	0	15	1370.422363
O4	C36H58O4	36	58	0	8	3100.288818
O4	C37H48O4	37	48	0	14	1919.845703
O4	C36H60O4	36	60	0	7	2949.129150
O4	C37H50O4	37	50	0	13	2692.133301
O4	C36H62O4	36	62	0	6	2253.215332
O4	C37H52O4	37	52	0	12	2536.115479
O4	C36H64O4	36	64	0	5	1692.637085
O4	C37H54O4	37	54	0	11	3477.395020
O4	C36H66O4	36	66	0	4	1479.928467
O4	C37H56O4	37	56	0	10	3207.184326
O4	C36H68O4	36	68	0	3	1299.650879
O4	C37H58O4	37	58	0	9	3395.657959
O4	C36H70O4	36	70	0	2	1319.080811
O4	C38H48O4	38	48	0	15	1855.057007
O4	C37H60O4	37	60	0	8	3494.162109
O4	C38H50O4	38	50	0	14	2157.276855
O4	C37H62O4	37	62	0	7	3187.810303
O4	C38H52O4	38	52	0	13	2897.433838
O4	C37H64O4	37	64	0	6	2734.076904
O4	C38H54O4	38	54	0	12	3114.397949
O4	C37H66O4	37	66	0	5	1382.536743
O4	C38H56O4	38	56	0	11	3418.332520
O4	C39H46O4	39	46	0	17	1132.629639
O4	C38H58O4	38	58	0	10	3233.509521
O4	C37H70O4	37	70	0	3	1194.509644
O4	C39H48O4	39	48	0	16	1618.058228
O4	C38H60O4	38	60	0	9	3859.675049
O4	C37H72O4	37	72	0	2	1175.950317
O4	C39H50O4	39	50	0	15	2444.620361
O4	C38H62O4	38	62	0	8	3516.065674
O4	C39H52O4	39	52	0	14	2374.856201
O4	C38H64O4	38	64	0	7	3936.221680
O4	C39H54O4	39	54	0	13	3795.692383
O4	C38H66O4	38	66	0	6	3411.227783
O4	C39H56O4	39	56	0	12	3469.477295
O4	C38H68O4	38	68	0	5	1518.886353
O4	C40H46O4	40	46	0	18	1183.036255
O4	C39H58O4	39	58	0	11	4004.908936
O4	C38H70O4	38	70	0	4	1337.987915
O4	C40H48O4	40	48	0	17	1785.014282
O4	C39H60O4	39	60	0	10	3631.715088
O4	C38H72O4	38	72	0	3	1403.636719
O4	C40H50O4	40	50	0	16	2208.245361
O4	C39H62O4	39	62	0	9	3337.020020
O4	C38H74O4	38	74	0	2	1134.022827
O4	C40H52O4	40	52	0	15	3520.293213
O4	C39H64O4	39	64	0	8	3962.498047
O4	C40H54O4	40	54	0	14	3798.212646
O4	C39H66O4	39	66	0	7	3752.714355
O4	C40H56O4	40	56	0	13	3948.010742
O4	C39H68O4	39	68	0	6	2060.524414
O4	C40H58O4	40	58	0	12	6082.974609
O4	C39H70O4	39	70	0	5	1171.671631
O4	C40H60O4	40	60	0	11	6530.801758
O4	C39H72O4	39	72	0	4	1293.837036
O4	C40H62O4	40	62	0	10	5672.943359
O4	C39H74O4	39	74	0	3	1177.944458
O4	C41H52O4	41	52	0	16	1778.584106
O4	C40H64O4	40	64	0	9	4341.792969
O4	C39H76O4	39	76	0	2	1236.133057
O4	C41H54O4	41	54	0	15	1860.727661
O4	C40H66O4	40	66	0	8	4205.100586
O4	C41H56O4	41	56	0	14	2489.776855
O4	C40H68O4	40	68	0	7	3573.851318
O4	C41H58O4	41	58	0	13	2712.120361
O4	C40H70O4	40	70	0	6	2016.493408
O4	C41H60O4	41	60	0	12	3426.062012
O4	C40H72O4	40	72	0	5	1460.739502
O4	C41H62O4	41	62	0	11	3683.053223
O4	C40H74O4	40	74	0	4	1647.510864
O4	C41H64O4	41	64	0	10	3562.363525
O4	C40H76O4	40	76	0	3	1218.232422
O4	C42H54O4	42	54	0	16	1725.709839
O4	C41H66O4	41	66	0	9	2977.552490
O4	C40H78O4	40	78	0	2	1210.698608
O4	C42H56O4	42	56	0	15	2133.593750
O4	C41H68O4	41	68	0	8	2843.498291
O4	C42H58O4	42	58	0	14	2440.672852
O4	C41H70O4	41	70	0	7	3147.298340
O4	C42H60O4	42	60	0	13	3015.750488
O4	C41H72O4	41	72	0	6	1522.362427
O4	C42H62O4	42	62	0	12	2792.928711
O4	C41H74O4	41	74	0	5	1312.720093
O4	C42H64O4	42	64	0	11	2965.999756
O4	C41H76O4	41	76	0	4	1250.982056
O4	C42H66O4	42	66	0	10	3429.568604
O4	C43H56O4	43	56	0	16	1581.512207
O4	C42H68O4	42	68	0	9	2784.531738
O4	C43H58O4	43	58	0	15	2210.625488
O4	C42H70O4	42	70	0	8	2686.646729
O4	C43H60O4	43	60	0	14	2055.064941
O4	C42H72O4	42	72	0	7	2446.417969
